"Original Lines" OPINIONLEXICON SENTISTRENGTH SOCAL HAPPINESSINDEX SANN EMOTICONSDS SENTIMENT140 STANFORD AFINN MPQA NRCHASHTAG EMOLEX EMOTICONS PANAST SASA SENTIWORDNET VADER UMIGON
"rt @akalsdbrisa projeto mozao vms conquista crush tinder https t co gdopg7hvne " Negative Negative Positive Neutral Neutral Positive Neutral Negative Negative Neutral Negative Negative Neutral Neutral Positive Negative Neutral Neutral
"@rodrigontijo7 melhor número olx macho tinder migo " Positive Positive Neutral Neutral Positive Positive Positive Neutral Positive Neutral Positive Neutral Neutral Neutral Neutral Positive Positive Positive
"tinder melhor pessoa dndjxndnfj https t co rtalnewwjv " Positive Positive Neutral Positive Positive Positive Neutral Neutral Positive Neutral Positive Neutral Neutral Neutral Positive Positive Positive Positive
"gente irma achou tinder estouchocada https t co 3ly9gngrtm " Neutral Neutral Neutral Positive Neutral Positive Positive Neutral Neutral Neutral Negative Positive Neutral Neutral Positive Neutral Neutral Negative
"rt @hollyvolks posso ser tinder uso carência limite " Positive Positive Positive Neutral Positive Positive Negative Negative Positive Neutral Negative Positive Neutral Neutral Neutral Positive Neutral Neutral
"caras zoan tinder colocando opção pra homem puts " Neutral Neutral Neutral Positive Neutral Positive Neutral Neutral Neutral Neutral Negative Positive Neutral Neutral Positive Negative Neutral Neutral
"@tinderrpgrq @hjacos tinder coitada vai ter vagina costurada " Negative Negative Neutral Positive Positive Positive Negative Negative Negative Neutral Negative Neutral Neutral Neutral Negative Positive Neutral Neutral
"rt @brunosergiolima ex bom é ex morto amiga amor deus supera chifre vai dar volta praia instala tinder " Positive Neutral Positive Positive Positive Positive Positive Negative Positive Positive Positive Positive Neutral Neutral Positive Positive Positive Negative
"rt @hjacos @tinderrpgrq @blakefreecss tio tinder é moço comprometido pode nao " Positive Neutral Positive Neutral Positive Positive Negative Negative Positive Neutral Negative Negative Neutral Neutral Positive Negative Neutral Neutral
"pq vc 2 perfis tinder ta desativado n entrar https t co llofu3ehtd " Neutral Neutral Neutral Neutral Neutral Positive Negative Negative Neutral Neutral Negative Neutral Neutral Neutral Neutral Neutral Neutral Neutral
"tinder deprime " Negative Negative Neutral Neutral Neutral Neutral Negative Negative Negative Neutral Negative Negative Neutral Neutral Neutral Neutral Neutral Negative
"rosa deve estar calor menopausa https t co bsbpjll6h1 " Positive Neutral Neutral Neutral Neutral Positive Negative Negative Neutral Neutral Neutral Neutral Neutral Neutral Neutral Negative Neutral Negative
"@goncas_penaboy menopausa " Neutral Neutral Neutral Neutral Neutral Positive Negative Neutral Neutral Neutral Neutral Neutral Neutral Neutral Negative Neutral Neutral Neutral
"rt @oxywiii homem verdade menopausa todo dia " Neutral Positive Positive Positive Positive Positive Negative Neutral Neutral Neutral Neutral Positive Neutral Neutral Positive Positive Neutral Neutral
"rt @oxywiii homem verdade menopausa todo dia " Neutral Positive Positive Positive Positive Positive Negative Neutral Neutral Neutral Neutral Positive Neutral Neutral Positive Positive Neutral Neutral
"rt @oxywiii homem verdade menopausa todo dia " Neutral Positive Positive Positive Positive Positive Negative Neutral Neutral Neutral Neutral Positive Neutral Neutral Positive Positive Neutral Neutral
"rt @oxywiii homem verdade menopausa todo dia " Neutral Positive Positive Positive Positive Positive Negative Neutral Neutral Neutral Neutral Positive Neutral Neutral Positive Positive Neutral Neutral
"rt @oxywiii homem verdade menopausa todo dia " Neutral Positive Positive Positive Positive Positive Negative Neutral Neutral Neutral Neutral Positive Neutral Neutral Positive Positive Neutral Neutral
"rt @oxywiii homem verdade menopausa todo dia " Neutral Positive Positive Positive Positive Positive Negative Neutral Neutral Neutral Neutral Positive Neutral Neutral Positive Positive Neutral Neutral
"rt @oxywiii homem verdade menopausa todo dia " Neutral Positive Positive Positive Positive Positive Negative Neutral Neutral Neutral Neutral Positive Neutral Neutral Positive Positive Neutral Neutral
"rt @oxywiii homem verdade menopausa todo dia " Neutral Positive Positive Positive Positive Positive Negative Neutral Neutral Neutral Neutral Positive Neutral Neutral Positive Positive Neutral Neutral
"rt @oxywiii homem verdade menopausa todo dia " Neutral Positive Positive Positive Positive Positive Negative Neutral Neutral Neutral Neutral Positive Neutral Neutral Positive Positive Neutral Neutral
"homem verdade menopausa todo dia " Neutral Positive Positive Positive Positive Positive Negative Neutral Neutral Neutral Neutral Positive Neutral Neutral Positive Positive Neutral Neutral
"sintomas avisam menopausa chegando https t co 8b5ppa8kic " Negative Negative Negative Neutral Neutral Positive Negative Neutral Negative Neutral Negative Negative Neutral Neutral Neutral Negative Neutral Neutral
"menopausa chega logo pra mãe " Neutral Neutral Neutral Positive Neutral Positive Negative Neutral Neutral Neutral Positive Neutral Neutral Neutral Neutral Negative Neutral Neutral
"acho q chegou menopausa " Neutral Neutral Neutral Neutral Neutral Positive Negative Neutral Positive Neutral Neutral Neutral Neutral Neutral Neutral Neutral Neutral Neutral
"rt @marinagonv faltam quantas cólicas semanas intermináveis tpm entrar menopausa porque ta foda hein " Negative Negative Negative Neutral Negative Positive Negative Negative Negative Neutral Negative Negative Neutral Neutral Negative Positive Negative Negative
"rt @cliffjr33 mãe agr menopausa tá bué sentimental tudo exemplo partiu 2 pratos querer começou chorar " Negative Negative Positive Positive Positive Positive Negative Negative Neutral Positive Negative Negative Neutral Neutral Neutral Positive Neutral Negative
"rt @jennifeeerf 1 5 15 32 bruninha esquece agora idosa sinto frio toda hora 1 5 15 34 jennifer menopausa é foda " Negative Negative Negative Negative Negative Positive Negative Negative Negative Neutral Negative Negative Neutral Neutral Neutral Positive Negative Negative
"mãe agr menopausa tá bué sentimental tudo exemplo partiu 2 pratos querer começou chorar " Negative Negative Positive Positive Positive Positive Negative Negative Neutral Positive Negative Negative Neutral Neutral Neutral Positive Neutral Negative
"sei menstruaçao ta chegando começa subir calor nada sinto menopausa " Neutral Neutral Neutral Neutral Neutral Positive Negative Negative Neutral Negative Negative Neutral Neutral Neutral Negative Positive Neutral Neutral
"veia carcumida viava menopausa analfabeta fedorenta neandertal giminosperma karalho " Negative Negative Negative Neutral Neutral Positive Negative Negative Neutral Neutral Negative Negative Neutral Neutral Negative Negative Neutral Neutral
"@madeiroon aguarde menopausa " Neutral Neutral Neutral Neutral Neutral Positive Negative Neutral Neutral Neutral Neutral Negative Neutral Neutral Positive Neutral Neutral Neutral
"@opsliz é sim normal sinto menopausa " Neutral Neutral Positive Neutral Positive Positive Negative Neutral Positive Positive Negative Neutral Neutral Neutral Negative Negative Neutral Neutral
"maneiras naturais superar efeitos menopausa r 4 00 https t co szvsqt3yti " Neutral Neutral Positive Positive Neutral Positive Negative Negative Positive Neutral Negative Neutral Neutral Neutral Neutral Negative Neutral Neutral
"1 5 15 32 bruninha esquece agora idosa sinto frio toda hora 1 5 15 34 jennifer menopausa é foda " Negative Negative Negative Negative Negative Positive Negative Negative Negative Neutral Negative Negative Neutral Neutral Neutral Positive Negative Negative
"menopausa calor alterações pele uso hormônios bioidênticos https t co njztso4i9z via @youtube " Neutral Neutral Neutral Neutral Neutral Positive Negative Negative Neutral Neutral Neutral Neutral Neutral Neutral Positive Positive Neutral Neutral
"to menopausa to vivendo " Neutral Neutral Neutral Neutral Neutral Positive Negative Neutral Neutral Neutral Negative Neutral Neutral Neutral Negative Neutral Neutral Neutral
"@yass_ribas povo tá menopausa " Neutral Neutral Neutral Positive Neutral Positive Negative Neutral Neutral Neutral Positive Neutral Neutral Neutral Neutral Neutral Neutral Neutral
"@geisinha_s tá menopausa " Neutral Neutral Neutral Neutral Neutral Positive Negative Neutral Neutral Neutral Neutral Neutral Neutral Neutral Neutral Neutral Neutral Neutral
"povo tá tudo menopausa tá mó friozinho " Negative Neutral Neutral Positive Neutral Positive Negative Neutral Neutral Neutral Negative Neutral Neutral Neutral Positive Negative Neutral Neutral
"devo tá menopausa " Neutral Neutral Neutral Neutral Neutral Positive Negative Neutral Neutral Neutral Negative Neutral Neutral Neutral Positive Neutral Neutral Neutral
"odeio qdo tô deitada mantinha filme aí muda tempo lá vem onda calor q parece q tô menopausa ñ idade p " Negative Negative Negative Negative Negative Positive Negative Negative Negative Negative Negative Negative Neutral Neutral Neutral Negative Negative Negative
"adoraria entrar menopausa 14 aninhos é completamente injustiça " Positive Positive Negative Positive Positive Positive Negative Neutral Positive Neutral Negative Positive Neutral Neutral Positive Positive Neutral Positive
"serio olha coments velha louca achando é namorada verdade é menopausa umas https t co cqq9tqssjd " Negative Neutral Negative Positive Positive Positive Negative Negative Negative Negative Negative Neutral Neutral Neutral Positive Positive Neutral Neutral
"anis erva doce pode acabar cólicas efeitos menopausa santo remédio https t co 3hnzydbceh " Positive Negative Positive Positive Neutral Positive Negative Negative Negative Neutral Negative Positive Neutral Neutral Neutral Negative Neutral Neutral
"menopausa https t co wwzl75dyow " Neutral Neutral Neutral Neutral Neutral Positive Negative Neutral Neutral Neutral Negative Neutral Neutral Neutral Neutral Neutral Neutral Neutral
"@armanimarin ta menopausa " Neutral Neutral Neutral Neutral Neutral Positive Negative Neutral Neutral Neutral Negative Neutral Neutral Neutral Negative Neutral Neutral Neutral
"rt @joaoavila99 parece to menopausa nada sobe mó calorrrrr " Neutral Positive Neutral Neutral Neutral Positive Negative Negative Neutral Neutral Negative Neutral Neutral Neutral Negative Neutral Neutral Neutral
"parece to menopausa nada sobe mó calorrrrr " Neutral Positive Neutral Neutral Neutral Positive Negative Negative Neutral Neutral Negative Neutral Neutral Neutral Negative Neutral Neutral Neutral
"é possível entrar menopausa 21 anos google pesquisar " Neutral Neutral Positive Neutral Neutral Positive Negative Neutral Neutral Neutral Negative Neutral Neutral Neutral Neutral Positive Neutral Neutral
"porra to falando menopausa " Negative Negative Negative Neutral Neutral Positive Negative Neutral Negative Neutral Neutral Negative Neutral Neutral Negative Negative Neutral Negative
"frio fazendo morrendo calor devo estar menopausa " Negative Negative Negative Negative Negative Positive Negative Negative Neutral Neutral Negative Negative Neutral Neutral Positive Negative Neutral Neutral
"@camillalemoosc ah é kkkk meio salgado investimento menopausa " Neutral Neutral Neutral Neutral Neutral Positive Negative Positive Positive Negative Positive Neutral Neutral Neutral Neutral Negative Neutral Positive
"@karinecmarruda menopausa é sonho vida " Neutral Neutral Positive Positive Neutral Positive Negative Positive Positive Neutral Neutral Neutral Neutral Neutral Negative Positive Neutral Positive
"@danni_rech hahahhaha cuida vai entra menopausa " Neutral Positive Neutral Neutral Positive Positive Negative Negative Positive Neutral Negative Neutral Neutral Neutral Positive Neutral Neutral Positive
"kitty menopausa melhor coisa desse mundo " Positive Positive Neutral Positive Positive Positive Neutral Positive Positive Positive Positive Neutral Neutral Neutral Positive Positive Positive Positive
"ver série gaja comer mousse chocolate devo estar entrar menopausa d " Neutral Neutral Neutral Positive Neutral Positive Negative Negative Neutral Neutral Positive Positive Neutral Neutral Neutral Positive Neutral Neutral
"acho tô menopausa to morrendo frio cubro fico calor " Negative Negative Negative Negative Negative Positive Negative Negative Neutral Negative Negative Negative Neutral Neutral Positive Negative Neutral Neutral
"to tendo uns calorão nada acho to menopausa " Positive Neutral Positive Neutral Positive Positive Negative Neutral Neutral Neutral Negative Neutral Neutral Neutral Neutral Positive Neutral Negative
"algumas pessoas questionam eficiência produtos inovadores tratamento menopausa aw plus afinal https t co 7jhkznbpe1 " Positive Neutral Positive Positive Neutral Positive Negative Neutral Positive Neutral Negative Positive Neutral Neutral Neutral Positive Positive Neutral
"devo andar menopausa morrer calor " Negative Neutral Neutral Neutral Neutral Positive Negative Negative Negative Neutral Negative Negative Neutral Neutral Neutral Positive Negative Neutral
"rt @thyffannychrist porra odeio sentir cólica vou reclamar sempre todos meses menopausa " Negative Negative Negative Negative Negative Positive Negative Negative Negative Negative Negative Negative Neutral Neutral Negative Negative Negative Negative
